ad_number	applicability
2017-01-12	This AD applies to Diamond Aircraft Industries GmbH DA 42 airplanes, serial numbers 42.004 through 42.427 and 42.AC001 through 42.AC151, that have a TAE 125-02-99 or TAE 125-02-114 engine installed, are equipped with an exhaust pipe, DAI part number (P/N) D60-9078-06-01, or Technify P/Ns 52-7810-H00
2017-01-01	This AD applies to all Rolls-Royce plc (RR) RB211-Trent 970-84, RB211-Trent 970B-84, RB211-Trent 972-84, RB211-Trent 972B-84,  RB211-Trent 977-84, RB211-Trent 977B-84, and RB211-Trent 980-84 turbofan engines.
2016-26-09	This AD applies to B-N Group Ltd. Models BN-2, BN-2A, BN-2A-2, BN-2A-3, BN-2A-6, BN-2A-8, BN-2A-9, BN-2A-20, BN-2A-21, BN-2A-26, BN-2A-27, BN-2B-20, BN-2B-21, BN-2B-26, BN-2B-27, BN-2T-4R, BN-2T, BN2A MK. III, BN2A MK. III-2, and BN2A MK. III-3 (all models on Type Certificate Data Sheets A17EU and A
2016-26-08	This AD applies to PILATUS AIRCRAFT LTD. Models PC-12, PC-12/45, PC-12/47, and PC-12/47E airplanes, all manufacturer serial numbers (MSNs), certificated in any category.
2016-26-04	This AD becomes effective February 8, 2017.
2016-25-13	This AD applies to Safran Helicopter Engines, S.A. Arriel 2B, 2B1, 2C, 2C1, 2C2, 2D, 2E, 2S1, and 2S2 turboshaft engines with an engine accessory gearbox (AGB), part number 0292120650, with a machined front casing.
2016-25-19	This AD supersedes AD 2010-21-07, Amendment 39-16467 (75 FR 63052, October 14, 2010).
2016-24-51	This AD is effective January 12, 2017 to all persons except those persons to whom it was made immediately effective by Emergency AD 2016-24-51, issued on November 16, 2016, which contains the requirements of this AD.
2016-26-01	This AD becomes effective January 31, 2017.
2016-25-28	This AD becomes effective January 31, 2017.
2016-25-14	This AD becomes effective January 31, 2017.
2016-25-20	This AD becomes effective January 31, 2017.
2016-25-22	This AD applies to Viking Air Limited Models DHC-2 Mk. I, DHC-2 Mk. II, and DHC-2 Mk. III airplanes, all serial numbers, certificated in any category.
2016-25-10	This AD applies to Rolls-Royce plc (RR) RB211-Trent 875-17, RB211-Trent 877-17, RB211-Trent 884-17, RB211-Trent 884B-17, RB211- Trent 892-17, RB211-Trent 892B-17, and RB211-Trent 895-17 turbofan engines that have not incorporated RR modification 72-J195, in production, or RR Service Bulletin RB.211-
2016-25-11	This AD applies to International Aero Engines AG (IAE) V2522-A5, V2524-A5, V2527-A5, V2527E-A5, V2527M-A5, V2530-A5, V2533-A5, V2525- D5, V2528-D5, and V2531-E5 turbofan engines with No. 3 bearing serial numbers (S/Ns) listed in Appendix 1 of IAE Non-Modification Service Bulletin (NMSB) V2500-ENG-72
2016-25-12	This AD applies to M7 Aerospace LLC Models SA226-AT, SA226-T, SA226-T(B), SA226-TC, SA227-AC (C-26A), SA227-AT, SA227-BC (C-26A), SA227-CC, SA227-DC (C-26B), and SA227-TT airplanes, all serial numbers, certificated in any category.
2016-24-08	This AD applies to Rolls-Royce plc (RR) RB211-Trent 875-17, RB211-Trent 877-17, RB211-Trent 884-17, RB211-Trent 884B-17, RB211- Trent 892-17, RB211-Trent 892B-17, and RB211-Trent 895-17 turbofan engines.
2016-20-07	This AD applies to Fokker Services B.V. airplanes, certificated in any category, as identified in paragraphs (c)(1) and (c)(2) of this AD. (1) Model F28 Mark 0070 and Mark 0100 airplanes, all serial numbers (S/Ns). (2) Model F28 Mark 1000, 2000, 3000, and 4000 airplanes, S/Ns 11003 through 11110 inc
2016-23-10	This AD becomes effective December 12, 2016.
2016-23-05	This AD supersedes AD 2007-25-08, Amendment 39-15290 (72 FR 69604, December 10, 2007).
2016-23-04	This AD applies to BRP-Powertrain GmbH & Co KG Rotax model 912 F2, 912 F3, 912 F4, 912 S2, 912 S3, and 912 S4 engines, and Rotax 914 F2, 914 F3, and 914 F4 engines with: (1) Engine serial numbers (S/Ns) listed in Planning Information, Paragraph 1, Criterion A, of BRP-Powertrain GmbH & Co KG Alert Se
2016-23-09	This AD becomes effective December 27, 2016.
2016-23-06	This AD applies to all serial numbers (S/N) of the airplanes listed in table 1 of paragraph (c) of this AD, certificated in any category, that incorporate one of the following: (1) A BRP-Powertrain GmbH & Co KG (formerly Rotax Aircraft Engines) 912 A series engine having a serial number with a carbu
2016-22-12	(1) This AD applies to PILATUS Models PC-6, PC-6-H1, PC-6-H2, PC-6/350, PC-6/350-H1, PC-6/350-H2, PC-6/A, PC-6/A-H1, PC-6/A-H2, PC-6/B-H2, PC-6/B1-H2, PC- 6/B2-H2, PC-6/B2-H4, PC-6/C-H2, and PC-6/ C1-H2 airplanes, all manufacturer serial numbers, including MSN 2001 through 2092 (see Note 1 of paragr
2016-22-11	This AD applies to all Engine Alliance GP7270 and GP7277 turbofan engines with a high-pressure turbine (HPT) stage 2 nozzle segment, part number (P/N) 2101M24G01, 2101M24G02, 2101M24G03, 2101M24G04, 2101M24G05, or 2101M24G06, installed.
2016-22-10	This AD applies to certain Arriel 1, 1A, 1A1, 1A2, 1B, 1B2, 1C, 1C1, 1C2, 1D, 1D1, 1E, 1E2, 1K1, 1S, and 1S1 turboshaft engines, with modification TU376 installed.
2016-22-05	This AD applies to Pratt & Whitney (PW): (1) PW4164, PW4168, and PW4168A model engines that have incorporated PW Service Bulletin (SB) PW4G-100-72-214, dated December 15, 2011, or PW SB PW4G-100-72-219, Revision No. 1, dated October 5, 2011, or original issue, and have fuel nozzles, part number (P/N
2016-22-08	This AD becomes effective December 1, 2016.
2016-22-07	This AD supersedes AD 75-26-05, Amendment 39-2457 (40 FR 57783, December 12, 1975).
2016-21-07	This AD applies to all Honeywell International Inc. (Honeywell) TPE331-1, -2, -2UA, -3U, -3UW, -5, -5A, -5AB, -5B, -6, -6A, -10, - 10AV, -10GP, -10GT, -10P, -10R, -10T, -10U, -10UA, -10UF, -10UG,  -10UGR, -10UR, -11U, -12JR, -12UA, -12UAR, and -12UHR turboprop engines with Woodward fuel control unit
2016-21-03	This AD becomes effective November 25, 2016.
2016-21-02	This AD becomes effective November 22, 2016.
2016-20-15	This AD applies to all General Electric Company (GE) GEnx-1B64/ P2, -1B67/P2, -1B70/P2, -1B70C/P2, -1B70/75/P2, and -1B74/75/P2 turbofan engines with engine assembly, part number (P/N) 2447M10G01 or P/N 2447M10G02, installed.
2016-21-04	This AD applies to Continental Motors, Inc. (CMI) TSIO-550-K, TSIOF-550-K, TSIO-550-C, TSIOF-550-D, and TSIO-550-N reciprocating engines with an engine serial number below 1012296 and an oil cooler cross fitting, part number AN918-1J or AN918-2J, installed.
2016-21-01	This AD becomes effective November 18, 2016.
2016-20-04	This AD becomes effective October 18, 2016.
2016-19-09	This AD applies to General Electric Company (GE) GE90-76B, GE90- 77B, GE90-85B, GE90-90B, and GE90-94B turbofan engines with a high- pressure compressor (HPC) stage 8-10 spool, part numbers 1694M80G04, 1844M90G01, or 1844M90G02, installed.
2016-20-01	This AD becomes effective October 17, 2016.
2016-18-17	This AD applies to Honeywell International Inc. (Honeywell) TPE331-3U, -3UW, -5, -5A, -5AB, -5B, -6, -6A, -8, -10, -10AV, -10GP, -10GT, -10N, -10P, -10R, -10T, -10U, -10UA, -10UF, -10UG, -10UGR, - 10UR, and -11U model turboprop engines, and TSE331-3U model turboshaft engines, with a 2nd stage compre
2016-19-15	This AD applies to REIMS AVIATION S.A. F406 airplanes, serial numbers F406-0001 through F406-0098, certificated in any category.
2016-19-05	This AD applies to International Aero Engines AG (IAE) V2500-A1 turbofan engines with serial numbers listed under Planning Information, Effectivity Data in IAE Non-Modification Service Bulletin (NMSB) V2500-ENG-72-0670, dated March 14, 2016.
2016-19-08	This AD applies to Viking Air Limited Models DHC-2 Mk. I, DHC-2 Mk. II, and DHC-2 Mk. III airplanes, all serial numbers, certificated in any category.
2016-18-18	This AD becomes October 20, 2016.
2016-18-10	This AD applies to International Aero Engines AG (IAE) V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528-D5, V2530- A5, and V2533-A5 engines with either of the following installed: (1) High-pressure turbine (HPT) stage 1 hub, part number (P/N) 2A5001, with a serial number (S/N) lis
2016-18-05	This AD applies to PILATUS AIRCRAFT LTD. Models PC-12, PC-12/45, PC-12/47, and PC-12/47E airplanes, all serial numbers, that are: (1) Installed with an affected serial number engine mounting frame assembly (EMF), part number (P/N) 571.20.12.036, listed in figure 1 of paragraph (c)(1) of this AD; and
2016-17-08	This AD applies to Textron Aviation, Inc. Models 310 through 310R, E310H, E310J, T310P through T310R, 310J-1, 320 through 320F, 320-1, 335, 340, 340A, 401 through 401B, 402 through 402C, 411, 411A, 414, 414A, and 421 through 421C airplanes (type certificates 3A10, 3A25, and A7CE previously held by C
2016-17-05	This AD applies to RUAG Aerospace Services GmbH Models 228-100, 228-101, 228-200, 228-201, 228-202, and 228-212 airplanes, all serial numbers, certificated in any category.
2016-17-01	This AD applies to Rolls-Royce Deutschland Ltd & Co (RRD) KG Tay 650-15 and Tay 651-54 turbofan engines with stage 1 high-pressure turbine (HPT) disks, part number (P/N) JR32013 or P/N JR33838, or stage 1 low-pressure turbine (LPT) disks, P/N JR32318A, installed.
2016-17-04	This AD applies to all hot air balloons, certificated in any category, with BALÓNY KUBÍ[Ccaron]EK spol. s r.o. Model Kubí[ccaron]ek burners.
2016-16-12	This AD applies to all Continental Motors, Inc. (CMI) model -520 and -550 reciprocating engines, and to all other CMI engine models approved for the use of model -520 and -550 cylinder assemblies such as the CMI model -470 when modified by supplemental type certificate (STC), with Continental Motors
2016-16-03	This AD applies to Pacific Aerospace Limited Models FU24-954 and FU24A-954 airplanes, all serial numbers, that are: (1) Equipped with an elevator torque tube, part number (P/N) 242837, 242527, 242835, or 242646; and (2) Certificated in any category.
2016-14-10	This AD applies to CFM International, S.A. CFM56-3, CFM56-3B, and CFM56-3C turbofan engines, modified by Supplemental Type Certificate SE00034EN, with a high-pressure turbine (HPT) disk, part number (P/N) 880026, serial number (S/N) GKLBAA9307, GKLBAA9335, GKLBAA9404, GKLBAA9407, or GKLBAA9409, inst
2016-15-02	This AD applies to M7 Aerospace LLC Models SA26-AT, SA26-T, SA226-AT, SA226-T, SA226-T(B), SA226-TC, SA227-AC (C-26A), SA227-AT, SA227-BC (C-26A), SA227-CC, SA227-DC (C-26B), and SA227-TT airplanes, all serial numbers, certificated in any category.
2016-12-51	This AD becomes effective July 20, 2016 to all persons except those persons to whom it was made immediately effective by Emergency AD 2016-12-51 issued on June 3,  2016, which contains the requirements of this AD.
2016-13-12	(1) This AD applies to: (i) Rolls-Royce Deutschland (RRD) BR700-710A1-10 engines with serial number (S/N) 11505 and below and with a low-pressure turbine (LPT) module, part number (P/N) M51-104 or P/N M51-111, installed; (ii) RRD BR700-710A2-20 engines with S/N 12492 and below and with an LPT module
2016-13-07	This AD becomes effective August 2, 2016.
2016-13-06	This AD applies to Saab AB, Saab Aeronautics (Type Certificate Previously Held by Saab AB, Saab Aerosystems) airplanes, certificated in any category, identified in paragraphs (c)(1) and (c)(2) of this AD. (1) Saab AB, Saab Aeronautics Model 340A (SAAB/SF340A) airplanes, serial numbers (S/Ns) 004 thr
2016-13-06	This AD applies to Saab AB, Saab Aeronautics (Type Certificate Previously Held by Saab AB, Saab Aerosystems) airplanes, certificated in any category, identified in paragraphs (c)(1) and (c)(2) of this AD. (1) Saab AB, Saab Aeronautics Model 340A (SAAB/SF340A) airplanes, serial numbers (S/Ns) 004 thr
2016-13-05	This AD applies to General Electric Company (GE) GE90-76B, GE90- 77B, GE90-85B, GE90-90B, and GE90-94B turbofan engines with a high- pressure compressor (HPC) stage 8-10 spool, part numbers (P/Ns) 1694M80G04, 1844M90G01, or 1844M90G02, installed.
2016-13-04	This AD applies to BRP-Powertrain GmbH & Co KG Rotax model 912 F2, 912 F3, 912 F4, 912 S2, 912 S3, 912 S4, 914 F2, 914 F3, and 914 F4 reciprocating engines with a cylinder head that has a part number (P/N) listed in Figure 1 to paragraph (c) of this AD and that is installed in position 2 or 3.  Figu
2016-12-13	This AD supersedes AD 2000-05-17, Amendment 39-11627 (65 FR 13875, March 15, 2000) and AD 2001-04-12, Amendment 39-12131 (66 FR 13232, March 5, 2001).
2016-12-07	This AD applies to Turbomeca S.A., Astazou XIV B and XIV H turboshaft engines with the following part number (P/N) and serial number (S/N) third stage turbine wheels that incorporate modification AB 173 (Turbomeca S.A. Service Bulletin (SB) No. 283 72 0091) or modification AB 208 (Turbomeca S.A. SB 
2016-12-06	This AD applies to Turbomeca S.A. MAKILA 2A and MAKILA 2A1 turboshaft engine models with a high-pressure gas generator module (M03) that has modification (mod) TU 52 installed.
2016-12-08	This AD applies to Grob Aircraft AG Models G115EG airplanes, serial numbers up to and including 82323/E, certificated in any category.
2016-12-02	This AD applies to all serial numbers of the airplanes listed in table 1 of paragraph (c) of this AD, that are: (1) equipped with a BRP-Powertrain GmbH & Co KG (formerly Rotax Aircraft Engines) 912 A series engine with a part number (P/N) 413235 or 413236 cylinder head installed in position 2 or 3; 
2016-12-01	This AD applies to PILATUS AIRCRAFT LTD. PC-12, PC-12/45, PC-12/ 47, and PC-12/47E airplanes, all serial numbers delivered before January 1, 2015, certificated in any category. Note 1 to paragraph (c) of this AD: The date of delivery may be found as the issue date of the EASA Form 52, which is part 
2016-11-20	This AD applies to B/E Aerospace Protective Breathing Equipment (PBE), part number (P/N) 119003-11, that is installed on airplanes.
2016-11-12	This AD applies to EVEKTOR, spol. s.r.o. Models L 13 SEH VIVAT and L 13 SDM VIVAT gliders (type certificate previously held by AEROTECHNIK s.r.o.), all serial numbers, certificated in any category.
2016-11-13	This AD applies to BLANIK LIMITED Models L-13 Blanik and L-13 AC Blanik gliders (type certificate previously held by LET Aeronautical Works), all serial numbers, certificated in any category.
2016-11-11	This AD applies to EVEKTOR, spol. s.r.o. L 13 SEH VIVAT and L 13 SDM VIVAT gliders (type certificate previously held by AEROTECHNIK s.r.o.), all serial numbers, certificated in any category.
2016-11-21	This AD becomes effective July 11, 2016.
2016-11-10	This AD applies to BLANIK LIMITED Models L-13 Blanik and L-13 AC Blanik gliders (type certificate previously held by LET Aeronautical Works), all serial numbers, certificated in any category.
2016-11-09	This AD applies to all Arriel 1D and 1D1 turboshaft engines with a pre-modification (mod) TU357 gas generator module (M03), installed.
2016-10-01	This AD applies to M7 Aerospace LLC Models SA226-AT, SA226-T, SA226-T (B), SA226-TC, SA227-AC (C-26A), SA227-AT, SA227-BC (C-26A), SA227-CC, SA227-DC (C-26B), and SA227-TT airplanes, all serial numbers, certificated in any category.
2016-09-09	This AD supersedes AD 2013-08-17, Amendment 39-17434 (78 FR 25380, May 1, 2013).
2016-09-02	This AD applies to all Astazou XIV B and XIV H turboshaft engines with 3rd stage turbine wheel, part number (P/N) 0 265 25 700 0 or P/N 0 265 25 706 0, installed, if the engine incorporates Turbomeca modification AB-173 or AB-208.
2016-08-19	This AD applies to Mitsubishi Heavy Industries, Ltd. Models MU- 2B-30, MU-2B-35, and MU-2B-36 airplanes, serial numbers 502 through 696, except 652 and 661, and Models MU-2B-36A and MU-2B-60 airplanes, serial numbers 661SA, and 697SA through 1569SA, certificated in any category.
2016-08-20	This AD supersedes AD 2014-12-51, Amendment 39-17921 (79 FR 45335, August 5, 2014).
2016-08-09	(1) This AD applies to all Pratt & Whitney Division (PW) PW4050, PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4062A, PW4152, PW4156, PW4156A, PW4158, PW4160, PW4460, PW4462, and PW4650 turbofan engines, including models with a ``-3'' suffix, with one of the following installed: (i) High-press
2016-08-10	This AD applies to all General Electric Company (GE) CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A5F, CF6-80C2A8, CF6- 80C2B1, CF6-80C2B1F, CF6-80C2B1F1, CF6-80C2B1F2, CF6-80C2B2, CF6- 80C2B2F, CF6-80C2B3F, CF6-80C2B4, CF6-80C2B4F, CF6-80C2B5F, CF6- 80C2B6, CF6-80C2B6F, CF6-80C2B6FA, CF6
2016-08-21	This AD becomes effective May 31, 2016.
2016-08-17	This AD supersedes AD 2010-19-51, Amendment 39-16523 (75 FR 71540, November 24, 2010).
2016-08-16	This AD applies to all Turbomeca S.A. Arriel 2E turboshaft engines that have a pre-TU 193 adjusted high-pressure/low-pressure (HP/LP) pump and metering valve assembly, installed.
